npsn,nama,jenjang,status,kabupaten,kecamatan,alamat_jalan,dusun,kode_pos,telepon,email,website,akreditasi,jml_siswa,jml_siswa_l,jml_siswa_p,jml_rombel
20502642,SMPN 1 BANGSAL,SMP,NEGERI,Kab. Mojokerto,Kec. Bangsal,Jl. Raya Bangsal no. 79,Bangsal,61381,0321327386,spensabaa@yahoo.co.id,http://smpn1bangsal.gosch.id,A,758,391,367,24
20538362,SMP NEGERI 1 LENGKONG,SMP,NEGERI,Kab. Nganjuk,Kec. Lengkong,Jl. Rimbamulya,JATIPUNGGUR,64393,,smpnsatulengkong333@gmail.com,http://www.smpn1lengkong.sch.id,A,758,395,363,24
20510961,SMP NEGERI 1 ARJOSARI,SMP,NEGERI,Kab. Pacitan,Kec. Arjosari,Jl. Nawangan No. 03,Krajan,63581,0357631003,smpn1arjosari@g.mail,http://www.smpn1-arjosari.sch.id,A,758,368,390,24
20554925,SMKN 1 SUMBERASIH,SMK,NEGERI,Kab. Probolinggo,Kec. Sumberasih,JL. BRAWIJAYA 78 SUMBERASIH,Parus,67251,0335435952,smkn.sumberasih@gmail.com,http://www.smkn1sumberasih-pbl.sch.id,A,758,509,249,24
20501728,SMP NEGERI 2 PORONG,SMP,NEGERI,Kab. Sidoarjo,Kec. Porong,"Jl. Candi Wangkal, Ds. Lajuk, Kec. Porong",Lajuk,61274,031852567,smpnegeri2porong@yahoo.com,http://www.smpn2porong.sch.id,A,758,406,352,24
20501741,SMP NEGERI 6 SIDOARJO,SMP,NEGERI,Kab. Sidoarjo,Kec. Sidoarjo,Jl. Rangkah Lor No. 1 Sidoarjo,Rangkah Lor,61239,03199034258,smpn6sda@gmail.com,http://www.smpn6sidoarjo.sch.id,A,757,389,368,24
20542516,SMK NEGERI 1 WATULIMO,SMK,NEGERI,Kab. Trenggalek,Kec. Watulimo,Jln Gajah Oyo No. 1,Sumber,66382,0355552100,smkn1watulimo@gmail.com,https://smkn1watulimo.sch.id,A,757,466,291,27
20515472,SMAS ISLAM SUNAN GUNUNG JATI,SMA,SWASTA,Kab. Tulungagung,Kec. Ngunut,JL.RAYA NGUNUT GG.PDAM,Lk 9 Ngunut,66292,085755802313,smaislamsunangunungjati@gmail.com,http://www.smaisgj.sch.id,A,757,289,468,22
20534746,SMAS TAMAN SISWA,SMA,SWASTA,Kota Mojokerto,Kec. Magersari,JL. TAMAN SISWA NO. 30,PURWOTENGAH,61311,322937,s_tamansiswa@Yahoo.co.id,http://www.smatakumjk.com,A,757,359,398,22
20554362,SMP NEGERI 1 SUMOBITO,SMP,NEGERI,Kab. Jombang,Kec. Sumobito,Segodorejo,SEGODOREJO,61483,495587,smpnsatusumobito@yahoo.co.id,http://smpn1sumobito.sch.id,A,756,360,396,24
20505089,UPT SMP NEGERI 4 TUBAN,SMP,NEGERI,Kab. Tuban,Kec. Merakurak,Jl. Prof. Dr. KH. Fatkhurrahman Kafrawi,Kuthi,62351,0356711182,smp4tuban@gmail.com,https://uptsmpn4tuban.blogspot.com,A,756,413,343,24
20517499,SMP NEGERI 2 TUREN,SMP,NEGERI,Kab. Malang,Kec. Turen,Jl. Raya Kedok No. 8A Kec. Turen Kab. Malang,Kedok,65175,0341824589,admin@smpn2turen.sch.id,http://smpn2turen.sch.id/,A,755,358,397,24
20502619,SMPN 1 TROWULAN,SMP,NEGERI,Kab. Mojokerto,Kec. Trowulan,Wonorejo,Wonorejo,61362,495652,smpn1_trowulan@yahoo.co.id,http://www.smpn1_trowulan@yahoo.co.id,A,755,383,372,24
20539030,SMA NEGERI 4 TUBAN,SMA,NEGERI,Kab. Tuban,Kec. Tuban,JL. MONDOKAN NO.1 TUBAN,Mondokan,62319,0356329121,smanegeri4tuban@gmail.com,http://www.sman4tuban.sch.id,A,754,316,438,21
20533784,SMP NEGERI 12 MALANG,SMP,NEGERI,Kota Malang,Kec. Sukun,Jl. S. Supriyadi No. 49,BANDUNGREJOSARI,65148,0341808595,smpn12malang.arphedallas@gmail.com,http://smpn12malang.sch.id,A,754,383,371,24
20532521,SMP KRISTEN PETRA 3,SMP,SWASTA,Kota Surabaya,Kec. Mulyorejo,Manyar Tirtoasri Raya 1-3,MANYAR SABRANGAN,60116,0315947898,smp3@pppkpetra.sch.id,http://smp3.pppkpetra.or.id,A,754,372,382,26
20521437,SMP NEGERI 2 LUMAJANG,SMP,NEGERI,Kab. Lumajang,Kec. Lumajang,Jl A Yani No 49,Kepuharjo,67316,0334881926,smpn2lumajangnew@gmail.com,http://www.smpn2lumajang.sch.id,A,753,387,366,24
20502632,SMPN 2 PUNGGING,SMP,NEGERI,Kab. Mojokerto,Kec. Pungging,Desa Balongmasin,BALONGMASIN,61384,085230976000,smpn2pungging@gmail.com,http://,A,753,428,325,24
20535084,UPT Satuan Pendidikan SMPN 8,SMP,NEGERI,Kota Blitar,Kec. Sananwetan,Jl. Kenari 28,PLOSOKEREP,66134,0342802484,smpn8.blitar@gmail.com,https://www.smpn8blitar.sch.id,A,753,398,355,24
20521428,SMP NEGERI 3 LUMAJANG,SMP,NEGERI,Kab. Lumajang,Kec. Lumajang,Jl. Wijaya Kusuma No 82 Lumajang,DITOTRUNAN,67313,0334882732,smpntigalumajang@gmail.com,http://smp3lmj.sch.id,A,752,394,358,24
20535082,UPT Satuan Pendidikan SMPN 6,SMP,NEGERI,Kota Blitar,Kec. Sananwetan,Jl. Pemuda Sumpono 73B,Bendogerit,66133,0342801917,smpn6kotablitar@gmail.com,http://www.smpn6kotablitar.sch.id,A,752,416,336,24
20535466,SMKS PGRI 2 PASURUAN,SMK,SWASTA,Kota Pasuruan,Kec. Panggungrejo,Jl. Balaikota No. 9 Kota Pasuruan,Kandangsapi,67125,0343424190,smk_pgri2_pas@yahoo.com,http://www.smkpgri2pasuruan.sch.id,A,752,447,305,27
20532579,SMP NEGERI 37 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Genteng,Jl. Kalianyar  18 - 20 Surabaya,kalianyar,60273,0313761144,info@smpn37sby.sch.id,http://www.smpn37sby.sch.id,A,752,349,403,25
20502646,SMPN 1 GONDANG,SMP,NEGERI,Kab. Mojokerto,Kec. Gondang,Jl. Raya Karangkuten Gondang,Karanglo,61372,0321510041,smpn_gondang@yahoo.com,http://sekolah.mojokertokab.go.id/smpn1gondang,A,751,351,400,24
20502623,SMPN 2 GEDEG,SMP,NEGERI,Kab. Mojokerto,Kec. Gedeg,Losari Gg. VII,Losari,61351,3670117,smpngedeg2@gmail.com,http://,A,751,394,357,24
20533770,SMP NEGERI 8 MALANG,SMP,NEGERI,Kota Malang,Kec. Klojen,Jl. Arjuno No 19 Malang,,65119,0341325506,smpn_8_malang@yahoo.co.id,http://www.smpn8-mlg.sch.id,A,751,346,405,24
20503470,SMP NEGERI 1 KUDU,SMP,NEGERI,Kab. Jombang,Kec. Kudu,JLN. RAYA SUMBERTEGUH NO 108,SUMBERTEGUH,61454,0321886069,smpnkudu@yahoo.co.id,http://,A,750,376,374,24
20533771,SMP NEGERI 9 MALANG,SMP,NEGERI,Kota Malang,Kec. Klojen,Jl. Prof. Moch. Yamin Vi/26,KIDUL PASAR,65118,0341364842,surat@smpn9malang.sch.id,smpn9malang.sch.id,A,750,382,368,24
20532571,SMP NEGERI 41 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Simokerto,Jl. Gembong Sekolahan No. 5,Kapasan,60141,0313736006,smpnegeri41_surabaya@yahoo.co.id,http://www.smpn41sby.sch.id,A,750,385,365,24
20506380,SMP NEGERI 3 LAMONGAN,SMP,NEGERI,Kab. Lamongan,Kec. Lamongan,Jl. Mastrip No. 73 Kelurahan Sukomulyo,SUMBERMULYO,62216,0322321661,smpnegeri3lamongan@gmail.com,https://smpn3lmg.sch.id,A,749,397,352,24
20502655,SMPN 1 PUNGGING,SMP,NEGERI,Kab. Mojokerto,Kec. Pungging,Jl. Trawas - Pungging,Sekargadung,61384,0321591908,smpn1pungging@gmail.com,http://smpn1punggingmjkt.sch.id,A,749,379,370,24
20501737,SMP NEGERI 2 TARIK,SMP,NEGERI,Kab. Sidoarjo,Kec. Tarik,Desa Kedungbocok,Klinter,61265,0318970930,smpduatarik@gmail.com,http://www.smpn2tariksidoarjosidoarjo.sch.id,A,749,425,324,24
20505096,UPT SMP NEGERI 2 TUBAN,SMP,NEGERI,Kab. Tuban,Kec. Tuban,Jln. P. Diponegoro No. 20 Tuban,KARANGSARI,62314,0356321476,spendatuban2.tuban@gmail.com,http://www.smpn2tuban.sch.id/,A,749,403,346,24
20534170,SMPN 2,SMP,NEGERI,Kota Madiun,Kec. Taman,Jl. HA.Salim 31 Kota Madiun,Pandean,63133,0351464336,smp2madiun@yahoo.com,http://www.smpn2madiun.sch.id,A,749,347,402,24
20507731,SMAN PILANGKENCENG,SMA,NEGERI,Kab. Madiun,Kec. Pilangkenceng,JL. RAYA PILANGKENCENG NO 15 ,Kenongorejo,63154,386926,sman1pilangkenceng@gmail.com,http://sman1pilangkenceng.sch.id,A,748,283,465,21
20505015,SMA NEGERI JATIROGO,SMA,NEGERI,Kab. Tuban,Kec. Jatirogo,JL. RAYA BADER NO. 20 JATIROGO,MULYOREJO,62362,0356551060,smajajatirogo@yahoo.co.id,http://www.smanjatirogo.sch.id,A,748,260,488,21
20534773,UPT SMP NEGERI 5,SMP,NEGERI,Kota Mojokerto,Kec. Kranggan,Jl. Meri No.3 Mojokerto,Dusun Meri,61315,0321324238,smp5mojokerto@ymail.com,http://www.smp5mojokerto.sch.id,A,748,392,356,24
20532406,SMAS HANG TUAH 1 SURABAYA,SMA,SWASTA,Kota Surabaya,Kec. Krembangan,JL. IKAN LUMBA-LUMBA NO. 27,-,60177,3537810,sma_hangtuah1_surabaya@yahoo.co.id,http://smahangtuah1sby.sch.id,A,748,366,382,22
20517462,SMP NEGERI 1 NGAJUM,SMP,NEGERI,Kab. Malang,Kec. Ngajum,JL. JATISARI 33 NGAJUM,Ngajum,65164,0341397508,info@smpn01ngajum.sch.id,https://www.smpn01ngajum.sch.id,A,747,366,381,24
20502628,SMPN 2 MOJOANYAR,SMP,NEGERI,Kab. Mojokerto,Kec. Mojoanyar,Ds. Kepuhanyar,Damarsi,61364,03215285064,smpn2mojoanyar@gmail.com,http://,A,747,398,349,24
20534154,SMPN 1,SMP,NEGERI,Kota Madiun,Kec. Manguharjo,Jl. R.A. Kartini 4,,63122,0351462859,smpn1_madiun@yahoo.com,http://smp1madiun.sch.id,A,747,351,396,24
20502649,SMPN 1 KEMLAGI,SMP,NEGERI,Kab. Mojokerto,Kec. Kemlagi,Ds. Mojojajar,Kembangan,61353,08222890258,smpnkemlagi1@gmail.com,http://www.smpnkemlagi1@sch.id,A,746,358,388,24
20505007,SMA NEGERI 3 TUBAN ,SMA,NEGERI,Kab. Tuban,Kec. Semanding,JL. MANUNGGAL 14 GEDONGOMBO SEMANDING,LINGK WIDENGAN,62381,0356321997,sma3tuban@yahoo.co.id,http://sman3tuban.sch.id,A,746,277,469,21
20535464,SMA NEGERI 1 PASURUAN,SMA,NEGERI,Kota Pasuruan,Kec. Panggungrejo,JL. SOEKARNO HATTA  40 ,Karanganyar,67131,0343421466,sman1kotapasuruan@gmail.com,http://www.sman1-pasuruan.sch.id,A,746,303,443,21
20535441,UPT SMP NEGERI 6,SMP,NEGERI,Kota Pasuruan,Kec. Purworejo,Jl. Parasrejo No 40,,67119,0343426607,smpn6kotapasuruan@yahoo.com,http://www.smpn6pasuruan.sch.id,A,746,395,351,24
20538385,SMP NEGERI 6 NGANJUK,SMP,NEGERI,Kab. Nganjuk,Kec. Nganjuk,Jln. Letjen Suprapto,jatirejo,64416,0358322482,smpnegeri6nganjuk@gmail.com,https://smpn6nganjuk.sch.id,A,745,420,325,24
20500475,SMAN 1 SANGKAPURA,SMA,NEGERI,Kab. Gresik,Kec. Sangkapura,JL. Wiyatamandala No. 10,Timurrujing,61181,0325421026,sman1.sangkapura@gmail.com,http://www.sman1sangkapura.sch.id,A,744,356,388,22
20517518,SMP NEGERI 2 LAWANG,SMP,NEGERI,Kab. Malang,Kec. Lawang,JL. INSPOL SUWOTO NO. 27,Krajan,65251,0341425890,lawang2smpn@gmail.com,http://,A,744,380,364,24
20510702,SMP NEGERI 6 PONOROGO,SMP,NEGERI,Kab. Ponorogo,Kec. Ponorogo,Jl. HOS. Cokroaminoto No. 84 Ponorogo,Krajan,63419,0352482602,smpnegeri6ponorogo@gmail.com,http://www.smpn6po.sch.id,A,744,350,394,24
20508512,SMP NEGERI 5 NGAWI,SMP,NEGERI,Kab. Ngawi,Kec. Ngawi,Jl. Sukowati No. 46,KARANGASRI,63218,0351749235,smpnegeri5ngawi@gmail.com,http://,A,743,400,343,24
20525832,SMAS DARUSSALAM,SMA,SWASTA,Kab. Banyuwangi,Kec. Tegalsari,JL.PON.PES DARUSSALAM,BLOKAGUNG,68485,03334460483,smadarussalambwi@gmail.com,http://www.smadarussalam.sch.id,A,742,217,525,22
20517464,SMP NEGERI 1 PAGAK,SMP,NEGERI,Kab. Malang,Kec. Pagak,JL. GAJAHMADA NO. 90,Krajan,65168,0341881179,smppagak@yahoo.co.id,http://smpn1-pagak.sch.id,A,742,366,376,24
20510920,SMK N KEBONAGUNG,SMK,NEGERI,Kab. Pacitan,Kec. Kebonagung,"DESA KETRO, KEC. KEBONAGUNG, KAB. PACITAN",Gawang,63561,03573232444,smkn_kebonagung@yahoo.com,http://www.smknkebonagungpacitan.sch.id,B,742,424,318,25
20532573,SMP NEGERI 4 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Genteng,Jl. Tanjung Anom No. 12,Genteng,60275,0315341431,spenfora@gmail.com,http://www.smp4sby.sch.id,A,742,386,356,23
20523873,UNIT PELAKSANA TEKNIS DAERAH (UPTD) SATUAN PENDIDIKAN SMPN 1 PUGER,SMP,NEGERI,Kab. Jember,Kec. Puger,Jl. Achmad Yani No.36 Puger,Gedangan,68164,0336721216,smp1puger@gmail.com,http://www.smpn1puger.sch.id,A,741,351,390,24
20511966,SMK AHMAD YANI GURAH,SMK,SWASTA,Kab. Kediri,Kec. Gurah,JL. DR. SUTOMO 47 GURAH,-,64181,0354,smk.ayanigurahkdr@gmail.com,https://smkahmadyani.sch.id/,B,741,460,281,23
20532522,SMP PGRI 1 SURABAYA,SMP,SWASTA,Kota Surabaya,Kec. Tambaksari,Jl. Karang Empat Besar N0. 133 Surabaya,,60133,0313814866,admin@smppgri1surabaya.sch.id,http://smppgri1surabaya.sch.id,A,741,378,363,19
20510705,SMP NEGERI 2 KAUMAN,SMP,NEGERI,Kab. Ponorogo,Kec. Kauman,Jalan Sayang Ayu No. 2,Demalang,63451,0352751448,smpn2kaumanpo@yahoo.co.id,http://smpn2kaumanponorogo.sch.id,A,740,389,351,24
20502650,SMPN 1 KUTOREJO,SMP,NEGERI,Kab. Mojokerto,Kec. Kutorejo,Jl. Mayjend H. Soemadi No.11,Sambisari,61383,085232960766,smpn1kutorejo@gmail.com,http://smpn1kutorejo.sch.id,A,739,405,334,24
20534172,SMPN 13,SMP,NEGERI,Kota Madiun,Kec. Manguharjo,Jl. Sumatra No. 13,,63122,0351464655,smpn13madiun@gmail.com,http://www.smpn13madiun.sch.id,A,739,397,342,24
20532257,SMKS ANTARTIKA SURABAYA,SMK,SWASTA,Kota Surabaya,Kec. Sawahan,JL. BANYU URIP KIDUL 2/37 SURABAYA,-,60245,0315611101,smkantartikasurabaya@gmail.com,http://smkantartikasurabaya.sch.id,B,739,669,70,22
20519209,SMPN 1 PRIGEN,SMP,NEGERI,Kab. Pasuruan,Kec. Prigen,"Jl. Pecalukan, Ledug Prigen",,67157,082234045805,spentugen.new@gmail.com,http://spentugen.sch.id,A,738,385,353,21
20504428,SMP NEGERI 1 BALEN,SMP,NEGERI,Kab. Bojonegoro,Kec. Balen,Jl.raya Balen 46,Balen,62182,0353331391,smpnegeri1balen@gmail.com,http://smpnegeri1balen.id,A,736,385,351,24
20521403,SMP NEGERI 1 JATIROTO,SMP,NEGERI,Kab. Lumajang,Kec. Jatiroto,Jl Raya No 2 Jatiroto,Persil Jatiroto,67355,,smpn1jatiroto2020@gmail.com,http://,A,736,388,348,24
20549721,SMAS AL HIKMAH SURABAYA,SMA,SWASTA,Kota Surabaya,Kec. Jambangan,JL. KEBON SARI ELVEKA V,-,60233,8289097,helpdesk.smaalhikmahsby@gmail.com,http://sma.alhikmahsby.sch.id/,A,736,375,361,22
20505076,UPT SMP NEGERI 2 JATIROGO,SMP,NEGERI,Kab. Tuban,Kec. Jatirogo,Jl. Raya Timur No. 12 Jatirogo,Karanganyar,62362,0356551070,smpnduajatirogo@yahoo.com,http://www.smpn2jatirogo.sch.id,A,735,392,343,21
20500450,SMAS SUNAN GIRI,SMA,SWASTA,Kab. Gresik,Kec. Menganti,JL. RAYA SUNAN GIRI NO 16,MENGANTI,61174,7911654,sunan.giri5@gmail.com,http://smasunangirimenganti.sch.id,A,734,248,486,21
20528661,SMAN 1 TORJUN,SMA,NEGERI,Kab. Sampang,Kec. Torjun,JL. RAYA TORJUN,JL. RAYA TORJUN,69271,321744,smanegeritorjun@gmail.com,http://smatorwordpres.com,A,734,374,360,22
20506382,SMP NEGERI 4 LAMONGAN,SMP,NEGERI,Kab. Lamongan,Kec. Lamongan,Jl. Jend. Sudirman No. 74 Kelurahan Banjarmendalan ,BANJARMENDALAN,62212,0322321035,smpnegeri4lamongan@gmail.com,http://www.smpn4lamongan.sch.id,A,733,385,348,23
20523875,UNIT PELAKSANA TEKNIS DAERAH (UPTD) SATUAN PENDIDIKAN SMPN 1 SILO,SMP,NEGERI,Kab. Jember,Kec. Silo,Jl. Silo No. 49 Sempolan Jember,Karang Kebon,68184,0331521190,smpn1silo@yahoo.co.id,http://www.smp1silo-jbr.blogspot.com,A,732,379,353,22
20517484,SMP NEGERI 1 GONDANGLEGI,SMP,NEGERI,Kab. Malang,Kec. Gondanglegi,JL. RAYA KETAWANG NO. 4 ,Ketawang Krajan,65174,0341879003,smpn1gondanglegi@gmail.com,http://www.smpn1gondanglegi.sch.id,A,732,380,352,24
20554535,SMAN 1 BESUKI,SMA,NEGERI,Kab. Situbondo,Kec. Besuki,JL. GUNUNG IJEN NO.09 BESUKI,Rawan,68356,0338893897,sman1besuki_stb@yahoo.co.id,http://sma1besuki.sch.id,A,732,303,429,21
69947083,SMP NEGERI 56 SURABAYA,SMP,NEGERI,Kota Surabaya,Kec. Dukuh Pakis,Jl.Dukuh Kupang Barat No.31A,DUKUH KUPANG,60225,03199532269,smpn56surabaya@gmail.com,http://https://smpn56surabaya.sch.id/,A,732,376,356,21
20532206,SMKS MAHARDHIKA SURABAYA,SMK,SWASTA,Kota Surabaya,Kec. Gubeng,JL. BARATA JAYA XII/1 SURABAYA,Barata Jaya,60284,0315014276,smkmahardhika29@yahoo.com,http://smk-mahardhika.sch.id,A,732,302,430,28
20503407,SMA NEGERI NGORO,SMA,NEGERI,Kab. Jombang,Kec. Ngoro,JL.KAWI 6 NGORO,KAUMAN,61473,0321710411,smanero_71@yahoo.com,http://smanngorojombang.sch.id,A,731,270,461,21
20511865,UPTD SMPN 1 Puncu,SMP,NEGERI,Kab. Kediri,Kec. Puncu,Puncu,Puncu,64292,0354394071,smpn1.puncu@gmail.com,http://smpn1puncu.sch.id,A,731,374,357,21
20503412,SMA NEGERI BANDARKEDUNGMULYO,SMA,NEGERI,Kab. Jombang,Kec. Bandar KedungMulyo,Jl. Raya Bandarkedungmulyo Jombang,Gondangmanis,61462,0321871786,smanbandarkdm@yahoo.com,http://smanbandarkdm.sch.id,A,730,278,452,21
20506265,SMK NU 1 KARANGGENENG,SMK,SWASTA,Kab. Lamongan,Kec. Karanggeneng,Jl. Raya Simo Sungelebak Karanggeneng Lamongan,SIMO,62254,0322390825,smknu1@yahoo.com,http://www.smknu1karanggeneng.sch.id,A,729,415,314,27
20507757,SMP NEGERI 1 WONOASRI,SMP,NEGERI,Kab. Madiun,Kec. Wonoasri,Jl. Raya Wonoasri No.78,Sidomulyo,63157,0351383848,smpn01wonoasri@gmail.com,https://smpn1wonoasri.sch.id/,A,729,389,340,24
20541265,SMKN SUGIHWARAS,SMK,NEGERI,Kab. Bojonegoro,Kec. Sugihwaras,JL. RAYA SUGIHWARAS - PANEMON,Sidomulyo,62183,081230011558,smknsugihwaras.official@gmail.com,http://smknsugihwaras.sch.id,A,728,483,245,23
70028999,SMP Islam Excellent As Syafiah,SMP,SWASTA,Kab. Nganjuk,Kec. Loceret,PP Mojosari Desa Ngepeh Kec.Loceret Kab.Nganjuk,Dusun Mojosari,64471,,smpiexcellentassyafiah@gmail.com,http://assyafiah.sch.id/,A,726,288,438,23
20536265,SMP NEGERI 1 PROBOLINGGO,SMP,NEGERI,Kota Probolinggo,Kec. Mayangan,Jl. Imam Bonjol No. 49,,67219,0335421620,smpn1kotaprobolinggo@gmail.com,http://https://smpn1probolinggo.sch.id/,A,726,349,377,21
20523904,UNIT PELAKSANA TEKNIS DAERAH (UPTD) SATUAN PENDIDIKAN SMPN 4 JEMBER,SMP,NEGERI,Kab. Jember,Kec. Patrang,Jl. Nusa Indah No. 14 Jember,Pagah,68118,485525,smpn4jember@yahoo.co.id,http://www.smpn4jember.sch.id,A,725,343,382,23
20503465,SMP NEGERI 1 PETERONGAN,SMP,NEGERI,Kab. Jombang,Kec. Peterongan,Jl. Veteran,Mancar Barat,61481,0321866080,smpnegeri1peterongan@gmail.com,http://smpn1peterongan.sch.id/,A,725,365,360,23
20523908,UNIT PELAKSANA TEKNIS DAERAH (UPTD) SATUAN PENDIDIKAN SMPN 6 JEMBER,SMP,NEGERI,Kab. Jember,Kec. Kaliwates,Jl. Hayam Wuruk 39 Jember,Sempusari,68135,0331485148,smpnegeri6jember@gmail.com,,A,724,380,344,21
20517760,SMKS MUHAMMADIYAH 2 PAGAK,SMK,SWASTA,Kab. Malang,Kec. Pagak,JL. AHMAD YANI 156 SUMBERMANJINGKULON,Krajan,65168,0341881266,smkmudapagak@gmail.com,http://www.smkm2pagak.blogspot.com,A,724,354,370,26
20503471,SMP NEGERI BANDARKEDUNGMULYO,SMP,NEGERI,Kab. Jombang,Kec. Bandar KedungMulyo,Dsn. Semelo,Semelo,61462,0321865992,smpn1.bandarkedungmulyo@gmail.com,http://smpnbandarkedungmulyo.sch.id/,A,723,400,323,23
20521451,SMKN 1 TEMPEH,SMK,NEGERI,Kab. Lumajang,Kec. Tempeh,Jl. Airlangga Desa Besuk,Wonorejo,67371,8780001,smkn1tempeh.lmj@gmail.com,http://www.smkn1tempeh.sch.id,A,722,509,213,26
20539814,SMKS AL KHOIRIYAH,SMK,SWASTA,Kab. Nganjuk,Kec. Baron,Dusun. Jati,JATI,64394,0358552525,smk_akh@yahoo.com,http://www.smkakhbaron.sch.id,B,722,488,234,24
20536274,SMP NEGERI 10 PROBOLINGGO,SMP,NEGERI,Kota Probolinggo,Kec. Kanigaran,Jl. Soekarno Hatta Probolinggo no. 263 Q,,67211,0335427260,probolinggo.smpn10@gmail.com,http://smpn10probolinggo.sch.id,A,722,380,342,21
20549216,SMKN 1 PUJON,SMK,NEGERI,Kab. Malang,Kec. Pujon,JL. BRIGJEN ABD. MANAN WIJAYA 14,Krajan,65391,0341590355,smknpujon@yahoo.co.id,http://www.smkn1pujon.sch.id,A,721,384,337,21
20538323,SMA NEGERI 1 PACE NGANJUK,SMA,NEGERI,Kab. Nganjuk,Kec. Pace,JL. SRIGADING 1,-,64472,331088,uptdsman1pace@gmail.com,http://www.sman1pace.sch.id,A,721,282,439,21
20538305,SMP NEGERI 1 BARON,SMP,NEGERI,Kab. Nganjuk,Kec. Baron,Kandeg,Kandeg,64394,771526,smpnsatubaron@gmail.com,http://www.smpn1baron.sch.id,A,721,389,332,24
20541354,SMP NEGERI 1 DANDER,SMP,NEGERI,Kab. Bojonegoro,Kec. Dander,Jl. Raya Sumberarum No.678 Km 15 Dander - Bojonegoro,SUMBERARUM,62171,03537748119,smpn1dander.678@gmail.com,http://,A,720,391,329,24
69966093,SMA ISLAM TERPADU ASY SYADZILI,SMA,SWASTA,Kab. Malang,Kec. Pakis,Jl. Pa. Hj. Khodijah No. 99b,KRAJAN,65154,0341785680,smaitasysyadzili@gmail.com,http://www.smaitasy-syadzili.sch.id,A,720,348,372,23
20541398,SMPN 2 KRATON,SMP,NEGERI,Kab. Pasuruan,Kec. Kraton,Jl. Pondok Pesantren Terpadu Al-yasini,Ponpes Terpadu Alyasini,67151,0343424435,smp2kraton@gmail.com,https://www.smpn2kraton.sch.id,A,720,315,405,21
20515491,SMP NEGERI 2 GONDANG,SMP,NEGERI,Kab. Tulungagung,Kec. Gondang,Dukuh,KRAJAN,66263,327460,bdysmpn2gon@yahoo.co.id,http://,A,720,402,318,21
20517488,SMP NEGERI 1 KASEMBON,SMP,NEGERI,Kab. Malang,Kec. Kasembon,JL. RAYA KASEMBON NO. 39,Kasembon krajan,65393,0354326368,smpn1.ksb@gmail.com,http://smpn1kasembon.sch.id/,A,718,354,364,23
20579332,SMK PLUS UMAR ZAHID,SMK,SWASTA,Kab. Jombang,Kec. Bandar KedungMulyo,JL. MASJID JAMI SEMELO KAYEN,Semelo,61462,03217177462,smkplusuz@yahoo.com,http://www.umarzahid.com,B,717,409,308,23
20519213,SMPN 1 NGULING,SMP,NEGERI,Kab. Pasuruan,Kec. Nguling,Jl. Dr.Soetomo No.69,Nguling,67185,0343481457,smpn1_nguling@yahoo.com,http://,A,717,398,319,23
20517732,SMAN 1 PAGAK,SMA,NEGERI,Kab. Malang,Kec. Pagak,JL.RAYA KAHURIPAN 4,SUMBERMANJING KULON,65168,0341881444,officialsman1pagak@gmail.com,http://sman1pagak.sch.id,A,716,238,478,21
20538315,SMP NEGERI 3 KERTOSONO,SMP,NEGERI,Kab. Nganjuk,Kec. Kertosono,Desa Pandan toyo,Pandantoyo,64315,0358551912,sn3gakertosono@gmail.com,http://https://www.smpnegeri3kertosono.sch.id/,A,716,374,342,24
20551651,SMAN 1 TONGAS,SMA,NEGERI,Kab. Probolinggo,Kec. Tongas,JL. RAYA LUMBANG,Klumprit,67252,511048,kepsek.smaneto@gmail.com,http://https://sman1tongas.sch.id/,A,716,377,339,21
20531253,SMA NEGERI 1 TANJUNGBUMI BANGKALAN,SMA,NEGERI,Kab. Bangkalan,Kec. Tanjungbumi,JL. RAYA MACAJAH  22,MACAJAH,69156,3071600,sman1tanjungbumi2023@gmail.com,http://sman1tanjungbumi.sch.id,A,715,385,330,21
20511853,UPTD SMPN 1 Purwoasri,SMP,NEGERI,Kab. Kediri,Kec. Purwoasri,Jl. Raya Mranggen - Purwoasri,Mranggen,64154,0354529337,smpnpurwoasri1@gmail.com,http://www.smpn1purwoasri-kediri.sch.id,A,715,410,305,22
20536272,SMP NEGERI 3 PROBOLINGGO,SMP,NEGERI,Kota Probolinggo,Kec. Mayangan,Jl. Hayam Wuruk No. 155,Jati,67217,0335422151,smpn3probolinggo@gmail.com,http://smpn3-pbl.sch.id,A,715,363,352,21
20536268,SMP NEGERI 7 PROBOLINGGO,SMP,NEGERI,Kota Probolinggo,Kec. Kanigaran,Jl. Walikota Gatot 181,,67213,0335423713,smpn7.prob@yahoo.co.id,http://smpn7-prob.sch.id,A,714,378,336,21
20531147,SMA NEGERI 1 AROSBAYA BANGKALAN,SMA,NEGERI,Kab. Bangkalan,Kec. Arosbaya,JL. RAYA AROSBAYA NO. 1,Tengket,69151,0313051452,infosmanarosbaya@gmail.com,http://sman1arosbaya.sch.id,A,713,314,399,21
